CustomerLastName,CustomerFirstName,TrackName,AlbumTitle
Almeida,Roberto,Jesus Christ Pose,A-Sides
Almeida,Roberto,The Day I Tried To Live,A-Sides
Almeida,Roberto,Burden In My Hand,A-Sides
Barnett,Julia,So Central Rain,The Best Of R.E.M.: The IRS Years
Barnett,Julia,Pretty Persuasion,The Best Of R.E.M.: The IRS Years
Barnett,Julia,Can't Stand Losing You,The Police Greatest Hits
Barnett,Julia,King Of Pain,The Police Greatest Hits
Barnett,Julia,Get Off Of My Cloud,"Hot Rocks, 1964-1971 (Disc 1)"
Barnett,Julia,Gimmie Shelters,No Security
Barnett,Julia,Thief In The Night,No Security
Barnett,Julia,Out Of Tears,Voodoo Lounge
Barnett,Julia,Walking Wounded,Tangents
Barnett,Julia,Heaven Coming Down,Tangents
Barnett,Julia,Gyroscope,Transmission
Barnett,Julia,"Anyway, Anyhow, Anywhere",My Generation - The Very Best Of The Who
Barnett,Julia,Pinball Wizard,My Generation - The Very Best Of The Who
Barnett,Julia,You Better You Bet,My Generation - The Very Best Of The Who
Barnett,Julia,Música No Ar,Serie Sem Limite (Disc 1)
Barnett,Julia,Você,Serie Sem Limite (Disc 2)
Barnett,Julia,Midnight Cowboy,Angel Dust
Barnett,Julia,Star A.D.,King For A Day Fool For A Lifetime
Barnett,Julia,King For A Day,King For A Day Fool For A Lifetime
Barnett,Julia,Epic,The Real Thing
Barnett,Julia,The Morning After,The Real Thing
Barnett,Julia,Xote Dos Milagres,Deixa Entrar
Barnett,Julia,Principiando/Decolagem,Deixa Entrar
Barnett,Julia,In Your Honor,In Your Honor [Disc 1]
Barnett,Julia,Free Me,In Your Honor [Disc 1]
Barnett,Julia,Of Wolf And Man,Black Album
Barnett,Julia,The God That Failed,Black Album
Barnett,Julia,Outshined,A-Sides
Barnett,Julia,Spoonman,A-Sides
Barnett,Julia,Black Hole Sun,A-Sides
Barnett,Julia,Pretty Noose,A-Sides
Barnett,Julia,Safety Training,"The Office, Season 3"
Barnett,Julia,The Job,"The Office, Season 3"
Barnett,Julia,"Battlestar Galactica, Pt. 1","Battlestar Galactica (Classic), Season 1"
Barnett,Julia,"Lost Planet of the Gods, Pt. 2","Battlestar Galactica (Classic), Season 1"
Barnett,Julia,"The Gun On Ice Planet Zero, Pt. 2","Battlestar Galactica (Classic), Season 1"
Barnett,Julia,"The Living Legend, Pt. 2","Battlestar Galactica (Classic), Season 1"
Barnett,Julia,You've Got Another Thing Comin',Living After Midnight
Bernard,Camille,"Prometheus Overture, Op. 43",Beethoven: Symphony No. 6 'Pastoral' Etc.
Bernard,Camille,Sonata for Solo Violin: IV: Presto,Bartok: Violin & Viola Concertos
Bernard,Camille,Lodi,"Chronicle, Vol. 1"
Bernard,Camille,Commotion,"Chronicle, Vol. 1"
Bernard,Camille,Fortunate Son,"Chronicle, Vol. 1"
Bernard,Camille,Who'll Stop The Rain,"Chronicle, Vol. 1"
Bernard,Camille,De Ja Vu,Somewhere in Time
Bernard,Camille,Gangland,The Number of The Beast
Bernard,Camille,The Number Of The Beast,The Number of The Beast
Bernard,Camille,Man On The Edge,The X Factor
Bernard,Camille,Judgement Of Heaven,The X Factor
Bernard,Camille,The Unbeliever,The X Factor
Bernard,Camille,How to Stop an Exploding Man,"Heroes, Season 1"
Bernard,Camille,Under The Sun/Every Day Comes and Goes,Black Sabbath Vol. 4 (Remaster)
Bernard,Camille,Body Count's In The House,Body Count
Bernard,Camille,Slave,Into The Light
Bernard,Camille,Começaria Tudo Outra Vez,Meus Momentos
Bernard,Camille,Comportamento Geral,Meus Momentos
Bernard,Camille,Menino Do Rio,Minha Historia
Bernard,Camille,Ando Meio Desligado,Minha História
Bernard,Camille,Rita Lee,Minha História
Bernard,Camille,Smoke On The Water,MK III The Final Concerts [Disc 1]
Bernard,Camille,Beija-Flor,Sambas De Enredo 2001
Bernard,Camille,Caprichosos,Sambas De Enredo 2001
Bernard,Camille,Do You Like The Way,Supernatural
Bernard,Camille,Manuel,The Best of Ed Motta
Bernard,Camille,Do You Have Other Loves?,The Best of Ed Motta
Bernard,Camille,'Round Midnight,The Essential Miles Davis [Disc 1]
Bernard,Camille,E.S.P.,The Essential Miles Davis [Disc 2]
Bernard,Camille,Hairshirt,Green
Bernard,Camille,Undertow,New Adventures In Hi-Fi
Bernard,Camille,Binky The Doormat,New Adventures In Hi-Fi
Bernard,Camille,Low,Out Of Time
Bernard,Camille,Country Feedback,Out Of Time
Bernard,Camille,Don't Go Back To Rockville,The Best Of R.E.M.: The IRS Years
Bernard,Camille,I Believe,The Best Of R.E.M.: The IRS Years
Bernard,Camille,A Sua,Cesta Básica
Bernard,Camille,Bê-a-Bá,Cesta Básica
Brooks,Michelle,Terra,Prenda Minha
Brooks,Michelle,Eclipse Oculto,Prenda Minha
Brooks,Michelle,Hey Hey,Unplugged
Brooks,Michelle,Lonely Stranger,Unplugged
Brooks,Michelle,Layla,Unplugged
Brooks,Michelle,Walkin' Blues,Unplugged
Brooks,Michelle,When The Levee Breaks,IV
Brooks,Michelle,Dazed and Confused,Led Zeppelin I
Brooks,Michelle,I Can't Quit You Baby,Led Zeppelin I
Brooks,Michelle,The Lemon Song,Led Zeppelin II
Brooks,Michelle,Ramble On,Led Zeppelin II
Brooks,Michelle,Friends,Led Zeppelin III
Brooks,Michelle,Rehab,Back to Black
Brooks,Michelle,Linha Do Horizonte,Chill: Brazil (Disc 2)
Brooks,Michelle,Abrir A Porta,Chill: Brazil (Disc 2)
Brooks,Michelle,Palavras Ao Vento,Cássia Eller - Coleção Sem Limite [Disc 2]
Brooks,Michelle,Metrô. Linha 743,Cássia Eller - Sem Limite [Disc 1]
Brooks,Michelle,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),Cássia Eller - Sem Limite [Disc 1]
Brooks,Michelle,You Keep On Moving,Come Taste The Band
Brooks,Michelle,No No No,Fireball
Brooks,Michelle,Nobody's Home,Knocking at Your Back Door: The Best Of Deep Purple in the 80's
Brooks,Michelle,Maybe I'm A Leo,Machine Head
Brooks,Michelle,Sometimes I Feel Like Screaming,Purpendicular
Brooks,Michelle,King Of Dreams,Slaves And Masters
Brooks,Michelle,Stormbringer,Stormbringer
Brooks,Michelle,The Battle Rages On,The Battle Rages On
Brooks,Michelle,One Man's Meat,The Battle Rages On
Brooks,Michelle,When Love & Hate Collide,Vault: Def Leppard's Greatest Hits
Brooks,Michelle,Otay,Outbreak
Brooks,Michelle,Rasul,Morning Dance
Brooks,Michelle,End Of Romanticism,Morning Dance
Brooks,Michelle,Travis Walk,In Step
Brooks,Michelle,Sex Type Thing,Core
Brooks,Michelle,Piece Of Pie,Core
Brooks,Michelle,B.Y.O.B.,Mezmerize
Brooks,Michelle,Question!,Mezmerize
Brooks,Michelle,Duende,[1997] Black Light Syndrome
Brooks,Michelle,Sting Me,Live [Disc 1]
Brown,Robert,Your Time Is Gonna Come,Led Zeppelin I
Brown,Robert,Mensagen De Amor (2000),Arquivo II
Brown,Robert,La Bella Luna,Arquivo II
Brown,Robert,Californication,Californication
Brown,Robert,Road Trippin',Californication
Brown,Robert,Closer To The Heart,Retrospective I (1974-1980)
Brown,Robert,Persuasion,Santana - As Years Go By
Brown,Robert,Funky Piano,Santana Live
Brown,Robert,Stars,Greatest Hits
Brown,Robert,Três Lados,Maquinarama
Brown,Robert,Ali,Maquinarama
Brown,Robert,Um Dia Qualquer,O Samba Poconé
Brown,Robert,My Mistake,Judas 0: B-Sides and Rarities
Brown,Robert,Soot & Stars,Judas 0: B-Sides and Rarities
Brown,Robert,Bullet With Butterfly Wings,Rotten Apples: Greatest Hits
Brown,Robert,Real Love,Rotten Apples: Greatest Hits
Brown,Robert,Rusty Cage,A-Sides
Brown,Robert,Hey Tonight,"Chronicle, Vol. 1"
Brown,Robert,Good Golly Miss Molly,"Chronicle, Vol. 2"
Brown,Robert,Don't Look Now,"Chronicle, Vol. 2"
Brown,Robert,It's Just A Thought,"Chronicle, Vol. 2"
Brown,Robert,Brasil,Cássia Eller - Coleção Sem Limite [Disc 2]
Brown,Robert,Meu Mundo Fica Completo (Com Você),Cássia Eller - Coleção Sem Limite [Disc 2]
Brown,Robert,Woman Of The World (Ao Vivo),Cássia Eller - Coleção Sem Limite [Disc 2]
Brown,Robert,Todo Amor Que Houver Nesta Vida,Cássia Eller - Sem Limite [Disc 1]
Brown,Robert,Socorro,Cássia Eller - Sem Limite [Disc 1]
Brown,Robert,Turbo Lover,Living After Midnight
Brown,Robert,Freewheel Burning,Living After Midnight
Brown,Robert,Fat Bottomed Girls,Greatest Hits I
Brown,Robert,You're My Best Friend,Greatest Hits I
Brown,Robert,Save Me,Greatest Hits I
Brown,Robert,Somebody To Love,Greatest Hits I
Brown,Robert,"Trash, Trampoline And The Party Girl",B-Sides 1980-1990
Brown,Robert,Love And Peace Or Else,How To Dismantle An Atomic Bomb
Brown,Robert,Crumbs From Your Table,How To Dismantle An Atomic Bomb
Brown,Robert,Discotheque,Pop
Brown,Robert,Staring At The Sun,Pop
Brown,Robert,The Playboy Mansion,Pop
Chase,Kathy,Longview,International Superhits
Chase,Kathy,Basket Case,International Superhits
Chase,Kathy,She,International Superhits
Chase,Kathy,Geek Stink Breath,International Superhits
Chase,Kathy,Yesterdays,Use Your Illusion II
Chase,Kathy,Breakdown,Use Your Illusion II
Chase,Kathy,Estranged,Use Your Illusion II
Chase,Kathy,Colibri,Blue Moods
Chase,Kathy,L'Arc En Ciel De Miles,Blue Moods
Chase,Kathy,Millenium,Blue Moods
Chase,Kathy,Desire,The Best Of 1980-1990
Chase,Kathy,Back to Black,Back to Black
Chase,Kathy,Tears Dry On Their Own,Back to Black
Chase,Kathy,Soldado Da Paz,Acústico MTV [Live]
Chase,Kathy,Pensamento,Acústico MTV [Live]
Chase,Kathy,Falar A Verdade,Cidade Negra - Hits
Chase,Kathy,Eu Também Quero Beijar,Cidade Negra - Hits
Chase,Kathy,Felicidade Urgente,Na Pista
Chase,Kathy,Levada do Amor (Ailoviu),Axé Bahia 2001
Chase,Kathy,Communication Breakdown,BBC Sessions [Disc 1] [Live]
Chase,Kathy,I Can't Quit You Baby(2),BBC Sessions [Disc 1] [Live]
Chase,Kathy,Advance Romance,Bongo Fury
Chase,Kathy,Camisa Verde 2001,Carnaval 2001
Chase,Kathy,Mas Que Nada,Chill: Brazil (Disc 1)
Chase,Kathy,Mistério da Raça,Chill: Brazil (Disc 1)
Chase,Kathy,Tarde Em Itapoã,Chill: Brazil (Disc 2)
Chase,Kathy,Um Jantar Pra Dois,Chill: Brazil (Disc 2)
Chase,Kathy,O Beco,Arquivo Os Paralamas Do Sucesso
Chase,Kathy,Romance Ideal,Arquivo Os Paralamas Do Sucesso
Chase,Kathy,Flying High Again,Diary of a Madman (Remastered)
Chase,Kathy,Mr. Crowley,Tribute
Chase,Kathy,Children Of The Grave,Tribute
Chase,Kathy,When The World Was Young,Walking Into Clarksdale
Chase,Kathy,Walking Into Clarksdale,Walking Into Clarksdale
Chase,Kathy,Slug,Original Soundtracks 1
Chase,Kathy,Ito Okashi,Original Soundtracks 1
Chase,Kathy,When I Look At The World,All That You Can't Leave Behind
Chase,Kathy,New York,All That You Can't Leave Behind
Cunningham,Richard,Radio Free Aurope,The Best Of R.E.M.: The IRS Years
Cunningham,Richard,Perfect Circle,The Best Of R.E.M.: The IRS Years
Cunningham,Richard,Drowning Man,War
Cunningham,Richard,Two Hearts Beat As One,War
Cunningham,Richard,Surrender,War
Cunningham,Richard,Zooropa,Zooropa
Cunningham,Richard,Sozinho (Caêdrum 'n' Bass),Sozinho Remix Ao Vivo
Cunningham,Richard,Samba De Orly,Minha Historia
Cunningham,Richard,O Que Será (À Flor Da Terra),Minha Historia
Cunningham,Richard,Minha Historia,Minha Historia
Cunningham,Richard,Geni E O Zepelim,Minha Historia
Cunningham,Richard,Construção / Deus Lhe Pague,Minha Historia
Cunningham,Richard,Nebulosa Do Amor,Acústico MTV
Cunningham,Richard,Loud Love,A-Sides
Cunningham,Richard,Get On The Snake,A-Sides
Cunningham,Richard,"Crossroads, Pt. 1","Battlestar Galactica, Season 3"
Cunningham,Richard,Seven Minutes to Midnight,"Heroes, Season 1"
Cunningham,Richard,Company Man,"Heroes, Season 1"
Cunningham,Richard,Orientation,"Lost, Season 2"
Cunningham,Richard,House of the Rising Sun,"Lost, Season 1"
Cunningham,Richard,Lost Survival Guide,"Lost, Season 3"
Cunningham,Richard,Enter 77,"Lost, Season 3"
Cunningham,Richard,Exposé,"Lost, Season 3"
Cunningham,Richard,Catch-22,"Lost, Season 3"
Cunningham,Richard,"""?""","Lost, Season 2"
Cunningham,Richard,Even Better Than The Real Thing,Achtung Baby
Cunningham,Richard,Acrobat,Achtung Baby
Cunningham,Richard,Peace On Earth,All That You Can't Leave Behind
Cunningham,Richard,Dancing Barefoot,B-Sides 1980-1990
Cunningham,Richard,American Idiot,American Idiot
Cunningham,Richard,Give Me Novacaine,American Idiot
Cunningham,Richard,Whatsername,American Idiot
Cunningham,Richard,Paradise City,Appetite for Destruction
Cunningham,Richard,Rocket Queen,Appetite for Destruction
Cunningham,Richard,You Ain't the First,Use Your Illusion I
Cunningham,Richard,Garden of Eden,Use Your Illusion I
Cunningham,Richard,14 Years,Use Your Illusion II
Cunningham,Richard,Pretty Tied Up,Use Your Illusion II
Dubois,Marc,"Suite No. 3 in D, BWV 1068: III. Gavotte I & II",Bach: Orchestral Suites Nos. 1 - 4
Dubois,Marc,Adios nonino,South American Getaway
Dubois,Marc,Na Frente Da TV,Cidade Negra - Hits
Dubois,Marc,Amor Demais,Na Pista
Dubois,Marc,"Tapa Aqui, Descobre Ali",Axé Bahia 2001
Dubois,Marc,My Love,Axé Bahia 2001
Dubois,Marc,Travelling Riverside Blues,BBC Sessions [Disc 1] [Live]
Dubois,Marc,Sam With The Showing Scalp Flat Top,Bongo Fury
Dubois,Marc,Gavioes 2001,Carnaval 2001
Dubois,Marc,Morro Da Casa Verde 2001,Carnaval 2001
Dubois,Marc,Samba da Bençaco,Chill: Brazil (Disc 1)
Dubois,Marc,Maria Fumaça,Chill: Brazil (Disc 1)
Dubois,Marc,Only A Dream In Rio,Chill: Brazil (Disc 2)
Dubois,Marc,Só Tinha De Ser Com Você,Chill: Brazil (Disc 2)
Dubois,Marc,Whiskey In The Jar,Garage Inc. (Disc 1)
Dubois,Marc,It's A Hard Life,Greatest Hits II
Dubois,Marc,Iron Man,Tribute
Dubois,Marc,Shining In The Light,Walking Into Clarksdale
Dubois,Marc,Heart In Your Hand,Walking Into Clarksdale
Dubois,Marc,United Colours,Original Soundtracks 1
Dubois,Marc,Miss Sarajevo,Original Soundtracks 1
Dubois,Marc,Theme From The Swan,Original Soundtracks 1
Dubois,Marc,Women In Uniform,The Beast Live
Dubois,Marc,Corduroy,Live On Two Legs [Live]
Dubois,Marc,MFC,Live On Two Legs [Live]
Dubois,Marc,All Because Of You,How To Dismantle An Atomic Bomb
Dubois,Marc,A Man And A Woman,How To Dismantle An Atomic Bomb
Dubois,Marc,Body Count,Body Count
Dubois,Marc,Bowels Of The Devil,Body Count
Dubois,Marc,KKK Bitch,Body Count
Dubois,Marc,Voodoo,Body Count
Dubois,Marc,Acelerou,Djavan Ao Vivo - Vol. 1
Dubois,Marc,Atrás da Porta,Elis Regina-Minha História
Dubois,Marc,"Alô, Alô, Marciano",Elis Regina-Minha História
Dubois,Marc,As Aparências Enganam,Elis Regina-Minha História
Dubois,Marc,Layla,The Cream Of Clapton
Dubois,Marc,Crossroads,The Cream Of Clapton
Dubois,Marc,Release,Tangents
Fernandes,João,Helpless,Album Of The Year
Fernandes,João,Mouth To Mouth,Album Of The Year
Fernandes,João,Thank You,Led Zeppelin II
Fernandes,João,Living Loving Maid (She's Just A Woman),Led Zeppelin II
Fernandes,João,Moby Dick,Led Zeppelin II
Fernandes,João,Immigrant Song,Led Zeppelin III
Fernandes,João,Papeau Nuky Doe,Cesta Básica
Fernandes,João,Esporrei Na Manivela,Cesta Básica
Fernandes,João,Maluco Beleza,Raul Seixas
Fernandes,João,As Profecias,Raul Seixas
Fernandes,João,Que Luz É Essa,Raul Seixas
Fernandes,João,Século XXI,Raul Seixas
Fernandes,João,As Rosas Não Falam (Beth Carvalho),Vozes do MPB
Fernandes,João,Expresso 2222,Unplugged
Fernandes,João,Palco,Unplugged
Fernandes,João,Planet Home,Synkronized
Fernandes,João,Deeper Underground,Synkronized
Fernandes,João,Journey To Arnhemland,The Return Of The Space Cowboy
Fernandes,João,Radio Song,Get Born
Fernandes,João,Red House,Are You Experienced?
Fernandes,João,Hey Joe,Are You Experienced?
Fernandes,João,"Always With Me, Always With You",Surfing with the Alien (Remastered)
Fernandes,João,Mama Africa,Jorge Ben Jor 25 Anos
Fernandes,João,Santa Clara Clareou,Jorge Ben Jor 25 Anos
Fernandes,João,Encontrar Alguém,Jota Quest-1995
Fernandes,João,No Futuro,Cafezinho
Fernandes,João,Cafezinho,Cafezinho
Fernandes,João,You've Got Another Thing Comin',Living After Midnight
Fernandes,João,Comin' Home,Unplugged [Live]
Fernandes,João,"Greetings from Earth, Pt. 1","Battlestar Galactica (Classic), Season 1"
Fernandes,João,Pilot,Aquaman
Fernandes,João,Give Peace a Chance,Instant Karma: The Amnesty International Campaign to Save Darfur
Fernandes,João,Imagine,Instant Karma: The Amnesty International Campaign to Save Darfur
Fernandes,João,Beautiful Boy,Instant Karma: The Amnesty International Campaign to Save Darfur
Fernandes,João,God,Instant Karma: The Amnesty International Campaign to Save Darfur
Fernandes,João,War Pigs,Speak of the Devil
Fernandes,João,Iron Man/Children of the Grave,Speak of the Devil
Fernandes,João,Still Loving You,20th Century Masters - The Millennium Collection: The Best of Scorpions
Francis,Edward,Black Mountain Side,Led Zeppelin I
Francis,Edward,Communication Breakdown,Led Zeppelin I
Francis,Edward,Can't Get There From Here,The Best Of R.E.M.: The IRS Years
Francis,Edward,Fall On Me,The Best Of R.E.M.: The IRS Years
Francis,Edward,Cuyahoga,The Best Of R.E.M.: The IRS Years
Francis,Edward,The Finest Worksong,The Best Of R.E.M.: The IRS Years
Francis,Edward,"Stay (Faraway, So Close!)",Zooropa
Francis,Edward,Dirty Day,Zooropa
Francis,Edward,I Would Do For You,UB40 The Best Of - Volume Two [UK]
Francis,Edward,Wear You To The Ball,UB40 The Best Of - Volume Two [UK]
Francis,Edward,C'est La Vie,UB40 The Best Of - Volume Two [UK]
Francis,Edward,Where Have All The Good Times Gone?,Diver Down
Francis,Edward,The Number Of The Beast,Rock In Rio [CD2]
Francis,Edward,The Struggle Within,Black Album
Francis,Edward,The Small Hours,Garage Inc. (Disc 2)
Francis,Edward,Prowler,The Beast Live
Francis,Edward,Given To Fly,Live On Two Legs [Live]
Francis,Edward,Off He Goes,Live On Two Legs [Live]
Francis,Edward,Severed Hand,Pearl Jam
Francis,Edward,Inside Job,Pearl Jam
Francis,Edward,Get Right,Riot Act
Francis,Edward,Alive,Ten
Francis,Edward,Go,Vs.
Francis,Edward,Elderly Woman Behind The Counter In A Small Town,Vs.
Francis,Edward,Bush Doctor,Greatest Hits
Francis,Edward,Time,Dark Side Of The Moon
Francis,Edward,Hip Hop Rio,Os Cães Ladram Mas A Caravana Não Pára
Francis,Edward,Rappers Reais,Os Cães Ladram Mas A Caravana Não Pára
Francis,Edward,Bicycle Race,Greatest Hits I
Francis,Edward,Black Diamond,Greatest Kiss
Francis,Edward,Shock Me,Greatest Kiss
Francis,Edward,Calling Dr. Love,Greatest Kiss
Francis,Edward,God Gave Rock 'n' Roll To You,Greatest Kiss
Francis,Edward,Surrender,Heart of the Night
Francis,Edward,Best Thing,Heart of the Night
Francis,Edward,When I Come Around,International Superhits
Francis,Edward,Walking Contradiction,International Superhits
Francis,Edward,Minority,International Superhits
Girard,Wyatt,Com Açúcar E Com Afeto,Minha Historia
Girard,Wyatt,Meu Caro Amigo,Minha Historia
Girard,Wyatt,Trocando Em Miúdos,Minha Historia
Girard,Wyatt,Gota D'água,Minha Historia
Girard,Wyatt,A Small Victory,Angel Dust
Girard,Wyatt,Easy,Angel Dust
Girard,Wyatt,The Gentle Art Of Making Enemies,King For A Day Fool For A Lifetime
Girard,Wyatt,Ugly In The Morning,King For A Day Fool For A Lifetime
Girard,Wyatt,What A Day,King For A Day Fool For A Lifetime
Girard,Wyatt,From Out Of Nowhere,The Real Thing
Girard,Wyatt,Go Back,Acústico
Girard,Wyatt,"Battlestar Galactica, Pt. 2","Battlestar Galactica (Classic), Season 1"
Girard,Wyatt,"Lost Planet of the Gods, Pt. 1","Battlestar Galactica (Classic), Season 1"
Girard,Wyatt,Sea Of Sorrow,Facelift
Girard,Wyatt,Real Thing,Facelift
Girard,Wyatt,Falando De Amor,Warner 25 Anos
Girard,Wyatt,The Unforgiven,Plays Metallica By Four Cellos
Girard,Wyatt,Like a Stone,Audioslave
Girard,Wyatt,The Last Remaining Light,Audioslave
Girard,Wyatt,Yesterday To Tomorrow,Out Of Exile
Girard,Wyatt,C'Mon Everybody,BackBeat Soundtrack
Girard,Wyatt,"Spanish moss-""A sound portrait""-Spanish moss",The Best Of Billy Cobham
Girard,Wyatt,All For You,Alcohol Fueled Brewtality Live! [Disc 1]
Girard,Wyatt,The Begining... At Last,Alcohol Fueled Brewtality Live! [Disc 1]
Girard,Wyatt,N.I.B.,Black Sabbath
Girard,Wyatt,Snowblind,Black Sabbath Vol. 4 (Remaster)
Girard,Wyatt,A Statistic,Body Count
Girard,Wyatt,The Outlaw Torn,Load
Girard,Wyatt,Leper Messiah,Master Of Puppets
Girard,Wyatt,The Unforgiven II,ReLoad
Girard,Wyatt,Prince Charming,ReLoad
Girard,Wyatt,For Whom The Bell Tolls,Ride The Lightning
Girard,Wyatt,Frantic,St. Anger
Girard,Wyatt,Shoot Me Again,St. Anger
Girard,Wyatt,...And Justice For All,...And Justice For All
Girard,Wyatt,To Live Is To Die,...And Justice For All
Girard,Wyatt,Heaven Coming Down,Tangents
Girard,Wyatt,The River (Remix),Tangents
Gonçalves,Luís,Experiment In Terra,"Battlestar Galactica (Classic), Season 1"
Gonçalves,Luís,Take the Celestra,"Battlestar Galactica (Classic), Season 1"
Gonçalves,Luís,Shout It Out Loud,Greatest Kiss
Gonçalves,Luís,Calling Dr. Love,Greatest Kiss
Gonçalves,Luís,Strutter,Greatest Kiss
Gonçalves,Luís,Cold Gin,Greatest Kiss
Gonçalves,Luís,Think About You,Appetite for Destruction
Gonçalves,Luís,Rocket Queen,Appetite for Destruction
Gonçalves,Luís,Don't Cry (Original),Use Your Illusion I
Gonçalves,Luís,Back off Bitch,Use Your Illusion I
Gonçalves,Luís,Garden of Eden,Use Your Illusion I
Gonçalves,Luís,Coma,Use Your Illusion I
Gonçalves,Luís,All Along The Watchtower,Rattle And Hum
Gonçalves,Luís,"Karelia Suite, Op.11: 2. Ballade (Tempo Di Menuetto)",Sibelius: Finlandia
Gonçalves,Luís,Fantasia On Greensleeves,The World of Classical Favourites
Gonçalves,Luís,Interlude Zumbi,Afrociberdelia
Gonçalves,Luís,Rios Pontes & Overdrives,Da Lama Ao Caos
Gonçalves,Luís,Lixo Do Mangue,Da Lama Ao Caos
Gonçalves,Luís,Podes Crer,Acústico MTV [Live]
Gonçalves,Luís,A Cor Do Sol,Acústico MTV [Live]
Gonçalves,Luís,Doutor,Cidade Negra - Hits
Gonçalves,Luís,Linha Do Equador,Na Pista
Gonçalves,Luís,TriboTchan,Axé Bahia 2001
Gonçalves,Luís,Reggae Tchan,Axé Bahia 2001
Gonçalves,Luís,Communication Breakdown(2),BBC Sessions [Disc 1] [Live]
Gonçalves,Luís,Carolina Hard-Core Ecstasy,Bongo Fury
Gonçalves,Luís,X-9 2001,Carnaval 2001
Gonçalves,Luís,Ipiranga 2001,Carnaval 2001
Gonçalves,Luís,Água de Beber,Chill: Brazil (Disc 1)
Gonçalves,Luís,Vamo Batê Lata,Acústico MTV
Gonçalves,Luís,Mensagen De Amor (2000),Arquivo II
Gonçalves,Luís,Saber Amar,Arquivo II
Gonçalves,Luís,Cinema Mudo,Arquivo Os Paralamas Do Sucesso
Gonçalves,Luís,Meu Erro,Arquivo Os Paralamas Do Sucesso
Gonçalves,Luís,Será Que Vai Chover?,Arquivo Os Paralamas Do Sucesso
Gonçalves,Luís,"Mama, I'm Coming Home",No More Tears (Remastered)
Gonçalves,Luís,Flying High Again,Tribute
Gonçalves,Luís,Paranoid,Tribute
Gordon,John,Your Time Has Come,Out Of Exile
Gordon,John,Dandelion,Out Of Exile
Gordon,John,Rock 'N' Roll Music,BackBeat Soundtrack
Gordon,John,Moon germs,The Best Of Billy Cobham
Gordon,John,Super Terrorizer,Alcohol Fueled Brewtality Live! [Disc 1]
Gordon,John,Heart Of Gold,Alcohol Fueled Brewtality Live! [Disc 2]
Gordon,John,Evil Woman,Black Sabbath
Gordon,John,Cornucopia,Black Sabbath Vol. 4 (Remaster)
Gordon,John,Bowels Of The Devil,Body Count
Gordon,John,Body Count Anthem,Body Count
Gordon,John,Jerusalem,Chemical Wedding
Gordon,John,When My Left Eye Jumps,The Best Of Buddy Guy - The Millenium Collection
Gordon,John,Meditação,Prenda Minha
Gordon,John,Esse Cara,Prenda Minha
Gordon,John,Harvester Of Sorrow,...And Justice For All
Gordon,John,The Duke,Miles Ahead
Gordon,John,Lament,Miles Ahead
Gordon,John,Coração De Estudante,Milton Nascimento Ao Vivo
Gordon,John,Menestrel Das Alagoas,Milton Nascimento Ao Vivo
Gordon,John,"Maria, Maria",Milton Nascimento Ao Vivo
Gordon,John,Ponta de Areia,Minas
Gordon,John,Norwegian Wood,Minas
Gordon,John,Fast And Loose,Ace Of Spades
